shop_name,shop_address,location
虾鲜度龙虾海鲜(全场配送),明城大道明发商业广场2栋31080号（本店尚不堂食，请期待万科旗舰店,"118.806662626,31.984818794"
肆食概念串串料理,卡子门大街活力广场1楼,"118.07075377,36.8740811357"
问余,雨花东路158号紫荆广场负一楼,"118.800620978,31.998112511"
热辣桑巴重庆火锅美蛙鱼头(楚翘城店),安德门大街57号楚翘城4楼蓝湾咖啡旁边,"118.77107544,31.9768521437"
牛芝家(虹悦城店),应天大街619号虹悦城B1层,"118.772547855,32.0151614877"
奶酪时光-休闲主题餐厅(虹悦城店),应天大街619号虹悦城3层,"118.772547855,32.0151614877"
三个叔叔手工吐司,新湖大道金地自在城3期西门隔壁,"118.668715638,31.9133402614"
小马哥龙虾(雨花店),赛虹桥街道长虹路308号,"118.774691284,32.0082316976"
秦滋汉味(紫荆广场店),雨花东路158号紫荆广场负一楼116号大门内右手第一家,"118.800620978,31.998112511"
落端云串串香(虹悦城店),长虹路虹悦后街一号楼103室,"118.770789375,32.0143700081"
小杨生煎(雨花客厅店),软件大道109号9号楼负一层31号,"119.27758786,26.1190882706"
一点点(苏尧街区虹悦城店),长虹路415号,"118.770512179,32.0142994602"
星湖龙虾,铁心桥街道秦河坊7幢1014-1号,"118.756896586,31.9693782621"
捉鸭记吮指鸭爪爪干锅,卡子门大街复地活力广场1楼,"118.806909903,31.9909251505"
清溪川韩国烤肉,安德门大街57号楚翘城商场内,"118.771175734,31.976814944"
佰人王串串香火锅(长虹路店),长虹路铁道口旁西营村188号佰人王串串香火锅店,"118.778190918,32.0473290777"
鸭得堡老鸭粉丝(雨花客厅店),铁心桥街道软件大道109号雨花客厅8幢B1F-17-4,"118.771655027,31.9822184863"
坛湘剁椒鱼头(雨花客厅店),软件大道109号雨花客厅2楼,"113.020200715,28.1464443621"
五行缺肉(复地宴南都店),汇景北路与卡子门大街交汇处复地宴南都活力广场1楼,"118.811522317,31.9883039206"
章云板鸭店,能仁里菜场大门口,"118.779108329,32.0074155438"
贝尼泰迪de炸鱼薯条(雨花客厅店),软件大道109号雨花客厅8号楼2f14c,"118.771618422,31.9848777492"
希味韩料,紫荆花东路1号紫荆广场负一层,"118.800620978,31.998112511"
酵墅(虹悦城店),应天大街619号虹悦城B1F-12w-1,"118.772547855,32.0151614877"
磁器口火锅,雨花东路158号紫荆国际广场1F262,"118.799679374,31.9985134318"
蚝干芥菜饭,长虹路415号4幢104室A5部分,"118.770580114,32.0140759742"
老陈家石磨豆腐脑,长虹路415号长虹新寓西南门旁,"118.77040867,32.0144661904"
巧盒(紫荆广场店),紫荆广场负一层,"121.523047723,31.2807606686"
彤德莱火锅(岱山店),衡村街9-8-4平治北苑底商,"118.705529281,31.9451892839"
糊世刺身(虹悦城店),长虹路415号4栋103室,"118.770580114,32.0140759742"
新杂志咖啡(紫荆广场店),雨花东路158号紫荆广场3栋1层,"118.800620978,31.998112511"
真来斯肚煲鸡馆(铁心桥店),江艺路梦之香商务宾馆对面,"118.751409383,31.9660694059"
大鼓米线(雨花客厅店),软件大道雨花客厅2楼,"113.020200715,28.1464443621"
川十三民谣火锅,春江新城秦河坊8幢101,"118.756948171,31.9686845805"
DQ(虹悦城店),应天大街619号虹悦城4F,"118.771784237,32.0144276633"
桂源铺港式奶茶(紫荆花漫里店),雨花东路158号花漫里B1楼,"118.799828403,31.998242732"
望湘园(南京虹悦城店),应天大街619号虹悦城4楼,"118.772547855,32.0151614877"
小厨娘淮扬菜(板桥店),板桥街道雄风路309号,"118.650391687,31.9171654136"
盆盆鲜中餐厅,岱善路与衡村街交叉口东南角,"118.702030744,31.9456384452"
赤豆记(明发商业广场店),明城大道明发商业广场1608号,"118.803368957,31.9822650549"
老娘舅(雨花客厅店),雨花客厅负一楼,"113.020200715,28.1464443621"
牛哥的凉皮铺(虹悦城店),应天大街619号虹悦城B1层,"118.772547855,32.0151614877"
满记甜品(虹悦城店),应天大街619号1楼M01商铺,"118.773367377,32.0150706698"
小时面馆(共青团路店),共青团路25号,"117.013705639,36.6696814833"
必胜客(虹悦城店),应天大街619号一层1F-W01,"118.773367377,32.0150706698"
拿渡麻辣香锅(虹悦城店),应天大街619号虹悦城4层M02室,"118.772547855,32.0151614877"
外婆私房菜(楚翘城店),安德门大街57号楚翘城2楼,"118.771175734,31.976814944"
Sneaker Club(虹悦城店),长虹路222号德盈国际广场2栋710,"118.770962532,32.0143361398"
1点点(紫荆店),雨花东路158号紫荆国际广场2楼,"118.799679374,31.9985134318"
小吴糖水铺,长虹路222号德盈国际广场2栋427室,"118.770962532,32.0143361398"
王者龙虾,雨花西路258号,"118.770659525,32.0020987497"
川色满园烤鱼馆(虹悦城店),应天大街619号虹悦城4层,"118.772547855,32.0151614877"
鱼无双(九都荟店),民和路一号万科九都荟1楼,"118.811970813,31.9754516199"
巴黎贝甜(虹悦城店),应天大街619号虹悦城B1层,"118.772547855,32.0151614877"
小宛宝,新湖大道8号金地自在城4期6栋104室,"118.672614671,31.9118823003"
必胜客(丰盛店),软件大道109号9幢1室29A、B铺位,"119.27758786,26.1190882706"
