shop_name,shop_address,location
桥头排骨(栗园路店),淳溪镇栗园路9号1幢8号,"118.876934477,31.3311674034"
麻辣烫,双牌石村中长街1号,"121.598671054,38.9316262345"
传奇龙虾烧烤,淳溪镇宝塔路101-15,"118.886811514,31.3314772675"
游子老鸭粉丝汤(华天商贸城),淳溪镇华天商贸城307号,"118.882838321,31.3281947223"
香姐土菜馆,淳溪镇北岭路,"118.892243288,31.3391536959"
夏师傅烤肉饭,淳溪镇固城湖北路8-2号,"118.884095173,31.3302292468"
御台好茶坊(栗园路店),栗园路33号,"118.878607317,31.3321123232"
曼果甜品站(雅居乐店),淳溪镇双高路15号雅居乐花园23幢44室,"123.399991093,41.9371260507"
第一佳大鸡排,淳溪镇淳中路37号-19号,"118.874950728,31.3302811287"
AS茶饮(栗园路店),栗园路23号-3,"118.878137288,31.3318364923"
味香轩黄焖鸡米饭,古柏镇茅山路商业街桃园雅居A54号,"118.947746112,31.3681914584"
栗园路山东菜煎饼,淳溪镇栗园路15号,"118.87787094,31.3317172769"
山之珍麻辣烫,宝塔路198-1号,"118.890931115,31.3298298385"
北岭砂锅大排档,淳溪镇甘霖山庄35栋,"118.892243288,31.3391536959"
刘睿家常菜馆,天河路18-15号,"118.872650939,31.3273075219"
炸鸡队长,镇北路13号-6,"118.875667846,31.3300243408"
金冠艺术蛋糕,桠溪镇永宁西街4-3号,"111.14758452,37.5238739038"
明厨大排档,栗园路13号附近,"118.877775181,31.3316582861"
兰州拉面,淳溪镇淳中路,"118.892243288,31.3391536959"
甜儿花甲(淳中路店),淳溪镇淳中路39号,"118.874192339,31.3313926458"
美国加州牛肉面大王,镇兴路101-27号,"118.88147977,31.3347344155"
兄弟烧烤,宝塔路212号明心KTV对面,"118.89182337,31.3296178782"
米芝莲(八佰伴店),淳溪镇宝塔路八佰伴一楼,"119.456293002,32.2104476323"
Kiss Wang,淳溪镇中山大街166号2幢-9,"118.874119167,31.3278612798"
绿色时代特色餐厅,汶溪路193号,"118.88519661,31.3434374462"
喫茶时光(富克斯店),淳溪镇淳中路十号富克斯流行广场一楼,"118.876320465,31.3293396574"
A52甜品俱乐部,古柏镇茅山路商业街桃园雅居A52号,"118.947700927,31.3681682161"
西安小吃,宝塔路小河沿32号,"118.877334652,31.3268533765"
十月里蟹逅餐饮店,中山大街6号,"118.877418121,31.3246088923"
叫只炸鸡(古柏店),古柏镇茅山路商业街A25号,"118.94641198,31.3672095681"
金山土菜馆,古柏镇九龙山路30号,"118.949975336,31.3662431735"
小镇农家土菜馆,淳溪镇固城湖南路49号-,"118.885524054,31.3226450504"
大排档,淳溪镇学山路8号,"118.876167173,31.3309205931"
动力鸡车,淳溪镇镇兴路177号-15,"118.88780352,31.3361748002"
利民饭店,高淳北漪路5-1-1,"118.88760777,31.3322436278"
英英里脊肉,淳中路37-12号,"118.874792222,31.3304754541"
龙虎山美食,学山路与栗园路交叉口南侧,"118.876446555,31.3305110218"
乔东家排骨大包,淳溪镇镇兴路187号-3,"118.894874566,31.3335782502"
好口福老卤面,古柏镇桃源雅居A区茅山路22号,"118.946877476,31.3670728192"
洋洋餐厅(古柏店),茅山路商业街2幢103室,"120.634682085,31.3967029367"
维尼尚饮(双牌石店),漆桥镇新港东路,"118.99895848,31.3666067787"
徐家鸭子店,淳溪镇康乐路55路1-2,"118.892243288,31.3391536959"
玲辉酒楼,胥河路36号,"118.897344579,31.3396918353"
麻辣外婆麻辣烫(古柏店),古柏镇桃源雅居A区茅山路A49号,"118.946877476,31.3670728192"
饭米粒中式快餐(古柏店),古柏镇桃源雅居A区茅山路A55,"118.946877476,31.3670728192"
k先生花式料理,淳溪镇淳中路10号富克斯流行广场B1层B1-013013-1区,"118.876320465,31.3293396574"
全味聚鸡爪(中山大街店),淳溪镇镇北路26-17号,"118.874079266,31.329075248"
