shop_name,shop_address,location
酵墅(金鹰世界店),江东中路河西金鹰世界B1楼B08-103,"117.236165451,39.0844937396"
源香潮汕粥(奥体店),楠溪江东路83号缤润汇负二B209,"120.725202698,27.9972979453"
乐见烤鱼·活鱼炭烤(河西中央商场店),江东中路237号雨润国际广场中央商场2楼北区,"118.738524532,32.0126947971"
MANGOSIX尊享店,所街新悦天地悦府15号楼3室,"118.750405361,32.0275967897"
小周烧烤,文体路1号,"116.292266782,39.8651649538"
神之座和食料理,楠溪江东街82号金奥缤润汇一楼,"118.735834825,31.9990082836"
沙拉拉轻食(奥体店),梦都大街132号-12,"118.736751187,32.0173099342"
巧盒(乐基广场店),云锦路乐基广场负1楼,"118.747832406,32.0305882686"
云中食品店(建邺万达店),集庆门大街222-2号,"118.741863071,32.0351419098"
云南李记罐罐米线饵丝小吃(汉中门金鹰店),汉中门大街17号,"118.76882788,32.0459204427"
嘿鱼弄(缤润汇店),楠溪江东街81号缤润汇广场负2楼217号,"118.735834825,31.9990082836"
落端云串串香(河西万达店),建邺万达二街区集庆门大街220-29号,"118.74242458,32.0361197334"
恒信牛奶甜品专家(河西新城店),乐山路111-25,"118.732263436,32.0287989626"
幸居酒屋,茶亭东街79号7幢,"118.758955502,32.0343429445"
石上百味(游坊城店),友谊街36号游坊城购物中心2楼,"118.726498736,31.9718261026"
烦不了串串香(缤润汇店),楠溪江东街83号缤润汇购物中心B2层B220-15、16,"118.735834825,31.9990082836"
花玺蛋糕茶歇定制,云锦路169号乐基广场2栋803,"118.748117956,32.0302997563"
纯Pura Vida·西班牙餐吧,所街乐基广场一层,"118.747832406,32.0305882686"
法纳提酒窖,乐山路209号江湾新天地负一楼BL016,"113.491527333,22.976674144"
巴黎贝甜(虹悦城店),应天大街619号虹悦城B1层,"118.772547855,32.0151614877"
湘乐汇(建邺万达广场店),水西门大街万达广场三楼,"118.74266583,32.0385846932"
鱼无双(水西门大街店),水西门大街237号,"118.755386484,32.0400774673"
温州海鲜面,所街69号,"118.761594093,32.0236719141"
神仙美蛙,所街90号,"118.755335132,32.0270393192"
周美美冒菜,文体路99号,"118.764061,32.0262010153"
鱼我行·渝香活鱼美蛙馆(南湖店),南湖路与育英街交汇处巷内30米,"118.7634931,32.0348018519"
一道味柳州螺蛳粉,长虹路253号3号门面,"118.773132313,32.0296335479"
鱼我行·渝香活鱼美蛙馆(典雅居店),汉中门大街281-8号,"118.743457089,32.0449214041"
京茶山手作茶物(文体路店),集庆门大街79-2号,"118.765019189,32.028313784"
京茶山手作茶物(河西中央店),江东中路237号雨润国际广场负一楼,"118.73884552,32.013006039"
三袋寿司(兴隆大街店),兴隆大街201-2号,"118.731680905,32.0241317392"
洛可可cakestalk甜品,集庆门大街苏宁慧谷2-1516,"118.729391487,32.0372259448"
潮州海鲜粥公馆,文体路92号,"118.763643759,32.02628297"
麻辣盛艳(河西中央店),江东中路237号中央商场2层,"118.738524532,32.0126947971"
石姥姥养生鸡煲,江东中路92号,"118.742180714,32.039208137"
江依林韩式烤串吧(建邺店),友谊街47号,"118.72375843,31.972970958"
溜达料理(万达店),河西万达广场F座129-44号希尔顿酒店后门溜达料理,"117.236165451,39.0844937396"
星巴克臻选(南京建邺万达店),江东中路98号南京建邺万达广场1楼,"118.743858531,32.0389956613"
UP CHOICE你好女神(金奥店),江东中路329号B1层B143室,"118.731920271,32.0044251421"
92℃噜串铺子小郡肝串串香(文体西路店),水西门大街139-5号,"118.766704711,32.0369942429"
糊世刺身(乐基广场店),云锦路169号乐基广场1层R02,"118.747832406,32.0305882686"
开心茶馆,汉中门大街胜棋里9号莫愁文化馆3楼,"118.765745884,32.0451878826"
泽锅草原牛肉火锅,水西门大街205号,"118.759966666,32.0389220908"
一尊皇牛(建邺万达店),江东中路98号建邺万达广场三楼360、361、362号,"118.743858531,32.0389956613"
哈根达斯(建邺万达店),江东中路98号室内步行街一层153号商铺,"116.231947543,39.9122650379"
吾食坊(河西台湾名品城店),河西大街230号八号馆二楼吾食坊,"118.722421625,32.0078168059"
茶玫瑰(建邺万达店),集庆门大街220-28号万达西地二街区内,"118.740970979,32.0367772093"
厝内小眷村(河西万达店),河西万达西地e街区福园街129-7,"117.236165451,39.0844937396"
欧厨(金鹰世界店),应天大街888号金鹰世界广场7层F707商铺,"118.746944372,32.0290619339"
Popaholic珀·赫丽爆米花(金鹰世界店),应天大街888号金鹰世界B1层FB24-2,"118.746944372,32.0290619339"
漫烤鱼&一碗鸡汤(万达店),福园街135-11号,"118.743467503,32.0363179958"
旧时叙-精致私房菜,集庆门大街220-7号，万达西地二街区,"118.740970979,32.0367772093"
武面(金鹰世界店),应天大街888号金鹰世界负一楼FB05号,"118.746944372,32.0290619339"
五行缺肉(建邺万达店),河西万达商业广场写字楼D座110-3号,"117.236165451,39.0844937396"
茶花小巷,水西门大街362-1号云锦路地铁一号口,"118.755520768,32.0406807448"
京茶山手作茶物(河西万达店),福园街141-13号,"118.74102174,32.0371625715"
帅锅鱼老坛酸菜鱼(奥体店),河西大街230号台湾名品城3号馆2楼,"118.722421625,32.0078168059"
褚记北京烤鸭店(缤润汇店),楠溪江东街缤润汇B203号,"118.736115822,31.9988664889"
花马阁调(拉德芳斯店),富春江东街82-6号,"118.736327073,32.0033996408"
