shop_name,shop_address,location
鼎旺烘焙(北门桥店),北门桥15号-4,"118.793431599,32.0554108223"
渔味跳 · 酸菜鱼米饭,锁金北路与龙蟠路交叉口东130米路北,"118.819368304,32.079396141"
西尾抹茶(森林摩尔店),森林摩尔负一楼,"118.872206983,32.0442375511"
糖焙(丹凤街店),玄武区大石桥街28号,"118.794518669,32.0604555571"
龙门飞爪(曼度店),碑亭巷112号103室,"118.801077167,32.0515037628"
庄大叔馄饨面,珠江路如意幼儿园向西20米,"118.798065316,32.0539467506"
人道美美食(将军巷店),将军巷37号,"119.457718239,32.2089343609"
甜荟奶霜茶饮(森林摩尔商业街区店),中山门大街301号森林摩尔商业街区B1层,"118.873027782,32.043964499"
韩石亭韩国拌饭,老虎桥28-2号,"118.798892151,32.0578220048"
味绝美蛙鱼头火锅(艾尚天地店),中山路100号艾尚天地A座4层,"118.79110945,32.0525823051"
哈根达斯(森林摩尔店),中山门大街301号森林摩尔商业街区1楼101商铺,"118.876037948,32.0452639394"
正宗孙记大碗皮肚面,后宰门街36号,"117.033653886,36.676498454"
呱呱叫干锅主题餐厅(1912店),太平北路39号,"118.80171975,32.0523823192"
牛串风,珠江路599-1号,"118.808392432,32.0541097785"
刘长兴(中山门大街店),卫岗55号,"118.847833426,32.0457014522"
四川牛中牛麻辣烫,北门桥长江花园1号,"118.7938765,32.0548395409"
山石久渡快餐,同仁街16-10号,"118.792456253,32.0578671089"
碉堡烤鱼(湖滨花园店),太平门阳光路3号世纪缘湖滨花园酒店一楼,"118.821029275,32.071762616"
乌所味,广州路16号,"117.076779891,30.5446778741"
吴老太黯然销魂小馄饨,碑亭巷110号,"118.801382284,32.051455493"
慢面包(森林摩尔商业街区店),中山门大街301号,"118.872273868,32.0436275574"
老盛昌汤包馆(珠江路店),珠江路527号东方大厦底商,"118.806706709,32.0543324252"
鸡鸣汤包(锁金村店),锁金三村3号,"118.820279892,32.0799131061"
COSTA COFFEE(1912店),太平北路52号南京1912商业区1号楼,"118.801814832,32.0497808247"
潮粥馆,长江花园10-11号,"118.793013402,32.0531137913"
贺记大碗皮肚面,同仁西街16-1号,"118.792479237,32.0576382673"
一樽牛排(新世界百货店),珠江路88号新世界百货5层,"118.794628741,32.055707976"
飞山蛮米粉铺子,碑亭巷太平商务大厦对面,"118.801776344,32.0540828648"
紫燕百味鸡(丹凤街店),丹凤街与卫巷交叉口西10米,"118.793636068,32.0585134526"
青春咖啡馆,鹤鸣路6号新天地广场3号楼404室,"106.113774612,30.7911665013"
回味鸭血粉丝汤(孝陵卫店),罗汉巷101号,"118.866043401,32.0407249076"
Mr.potato土逗先生(常发广场店),红山路88号常发广场5楼,"118.816199604,32.0914744838"
一点点(鱼市街店),鱼市街2号,"118.793779214,32.0567366832"
春熙巷子冒菜串串,鱼市街96号,"118.794045243,32.0589271896"
一谷寿司,红庙9号安将军巷2号楼底铺,"118.796699335,32.0536581773"
味芳庭金陵小吃(珠江路店),成贤街星巴克旁边珠江路389号,"118.801855112,32.0550885984"
港肴鲜(常发店),红山路88号常发广场1号楼4楼,"118.816555671,32.0917779256"
张记园美食美客,广州路12-1号君临国际对面,"118.789215421,32.0566285537"
一点点(成贤街店),成贤街115-1号,"118.801934855,32.0583797035"
黄胜记三汁焖锅(森林摩尔店),森林摩尔负一楼,"118.872206983,32.0442375511"
朱记小眼镜蒸饭,丹凤街10-1号,"118.793778315,32.0624661226"
miss宋(常发广场店),常发广场4楼,"118.816199604,32.0914744838"
肥鸭牛排餐厅(森林摩尔商业街区店),中山门大街301号森林摩尔商业街区8栋3层,"118.872932572,32.0443845582"
久拌武汉豆皮热干面(森林摩尔店),森林摩尔负一楼,"118.872206983,32.0442375511"
正宗手擀鸡汤面,梅园新村街道明故宫路国力商务宾馆旁,"118.825539331,32.0474831003"
彤德莱火锅(孝陵卫店),小卫街20号,"118.858023417,32.0424978186"
彤德莱火锅(板仓街店),板仓街41号,"118.827641869,32.0759875169"
尤广记牛杂王(长江花园店),长江花园13-5,"118.792400764,32.0524419864"
巴黎贝甜(森林摩尔店),中山门大街22号,"118.872668808,32.0439708894"
川之杰豆花鱼府(月苑店),营苑南路翡翠华庭2栋005门面房,"118.832698951,32.1080851422"
马铃薯精选西餐厅(苏宁青创园),苏宁青创园B座1楼,"118.897672169,32.096158086"
焖汁源三汁焖锅(常发广场店),红山路88号常发广场3楼,"118.816199604,32.0914744838"
药膳鸡窝(鸡鹅巷店),珠江路红庙小区鸡鹅巷9号,"118.797442881,32.0546121443"
正新鸡排(南京浮桥店),珠江路381号,"118.80122842,32.055229013"
